Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total,Store_Age,Is_New_Store,Price_Per_Weight,Price_Per_Area,Is_Tier1,Is_Large_Store,Premium_in_Tier1,Product_Sugar_Content_Encoded,Product_Type_Encoded,Store_Type_Encoded
FD1222,12.99,Low Sugar,0.026,Snack Foods,126.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3108.83,15,0,9.73,3513.6111111111113,0,0,0,0,13,3
FD3659,12.5,reg,0.071,Canned,144.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3366.67,15,0,11.549160671462829,1783.703703703704,0,0,0,3,3,3
FD4107,13.77,Low Sugar,0.037,Baking Goods,170.67,OUT001,1987,High,Tier 2,Supermarket Type1,4189.4,37,0,12.38534107402032,3631.2765957446804,0,1,0,0,0,2
FD74,10.46,Low Sugar,0.137,Baking Goods,117.84,OUT001,1987,High,Tier 2,Supermarket Type1,2413.39,37,0,11.255014326647563,801.6326530612245,0,1,0,0,0,2
FD6719,7.15,Low Sugar,0.028,Snack Foods,139.85,OUT002,1998,Small,Tier 3,Food Mart,2063.65,26,0,19.532122905027933,3680.2631578947367,0,0,0,0,13,1
FD7638,16.19,Regular,0.006,Meat,123.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,3766.21,15,0,7.606172839506171,7701.25,0,0,0,2,10,3
NC4277,14.98,No Sugar,0.14,Household,187.98,OUT001,1987,High,Tier 2,Supermarket Type1,4817.14,37,0,12.540360240160107,1253.1999999999998,0,1,0,1,9,2
NC1068,12.61,No Sugar,0.076,Health and Hygiene,122.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,2933.31,15,0,9.6743264659271,1419.6511627906978,0,0,0,1,8,3
FD5793,8.31,Regular,0.092,Baking Goods,116.09,OUT002,1998,Small,Tier 3,Food Mart,1839.11,26,0,13.953125,1138.137254901961,0,0,0,2,0,1
FD7922,13.14,Low Sugar,0.042,Dairy,132.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,3272.22,15,0,10.097338403041825,2553.461538461538,0,0,0,0,4,3
FD1097,14.46,reg,0.017,Meat,169.11,OUT003,1999,Medium,Tier 1,Departmental Store,4313.73,25,0,11.686938493434694,6263.333333333333,1,0,1,3,10,0
FD1960,17.53,Regular,0.058,Frozen Foods,193.39,OUT003,1999,Medium,Tier 1,Departmental Store,5504.35,25,0,11.02565564424173,2843.9705882352937,1,0,1,2,5,0
FD3648,11.45,Regular,0.004,Meat,119.93,OUT004,2009,Medium,Tier 2,Supermarket Type2,2627.24,15,0,10.465095986038396,8566.428571428572,0,0,0,2,10,3
FD2194,19.4,Low Sugar,0.059,Frozen Foods,152.22,OUT003,1999,Medium,Tier 1,Departmental Store,5083.67,25,0,7.842349304482226,2206.0869565217395,1,0,1,0,5,0
NC8439,10.25,No Sugar,0.157,Household,126.38,OUT001,1987,High,Tier 2,Supermarket Type1,2488.06,37,0,12.317738791423002,756.7664670658681,0,1,0,1,9,2
DR7431,11.17,Low Sugar,0.039,Hard Drinks,121.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,2594.03,15,0,10.861359570661897,2478.1632653061224,0,0,0,0,7,3
FD6824,13.32,Regular,0.022,Snack Foods,124.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,3139.29,15,0,9.323330832708177,3883.75,0,0,0,2,13,3
NC64,12.26,No Sugar,0.055,Household,173.11,OUT004,2009,Medium,Tier 2,Supermarket Type2,5304.55,15,0,14.108394458027712,2663.2307692307695,0,0,0,1,9,3
DR6236,12.8,Low Sugar,0.016,Soft Drinks,194.7,OUT003,1999,Medium,Tier 1,Departmental Store,4462.52,25,0,15.199063231850115,7488.461538461537,1,0,1,0,14,0
FD5227,14.61,Regular,0.014,Snack Foods,157.95,OUT001,1987,High,Tier 2,Supermarket Type1,4118.49,37,0,10.803693570451436,6581.249999999999,0,1,0,2,13,2
NC5064,11.24,No Sugar,0.014,Household,143.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3050.9,15,0,12.71288888888889,5959.166666666667,0,0,0,1,9,3
NC1640,15.1,No Sugar,0.113,Others,201.12,OUT003,1999,Medium,Tier 1,Departmental Store,5112.84,25,0,13.310390469887492,1635.1219512195123,1,0,1,1,11,0
FD6993,11.81,Low Sugar,0.039,Meat,144.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3212.96,15,0,12.236886632825717,2951.836734693877,0,0,0,0,10,3
FD1503,11.99,Regular,0.091,Fruits and Vegetables,163.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,3647.44,15,0,13.651666666666666,1621.980198019802,0,0,0,2,6,3
NC1610,14.79,No Sugar,0.113,Health and Hygiene,181.26,OUT001,1987,High,Tier 2,Supermarket Type1,4636.41,37,0,12.247297297297298,1473.6585365853657,0,1,0,1,8,2
NC5707,14.16,No Sugar,0.047,Household,167.0,OUT003,1999,Medium,Tier 1,Departmental Store,4202.58,25,0,11.785462244177841,2929.8245614035086,1,0,1,1,9,0
NC4459,13.0,No Sugar,0.077,Household,136.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3322.54,15,0,10.511913912375096,1571.9540229885058,0,0,0,1,9,3
FD84,11.91,Regular,0.174,Meat,101.32,OUT001,1987,High,Tier 2,Supermarket Type1,3455.38,37,0,8.5,550.6521739130435,0,1,0,2,10,2
DR1139,9.82,Low Sugar,0.235,Soft Drinks,160.14,OUT004,2009,Medium,Tier 2,Supermarket Type2,3080.29,15,0,16.290946083418106,653.6326530612245,0,0,0,0,14,3
FD988,12.23,Low Sugar,0.064,Breads,171.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,3860.26,15,0,14.015522875816995,2318.2432432432433,0,0,0,0,1,3
FD4390,15.93,Low Sugar,0.041,Frozen Foods,149.16,OUT003,1999,Medium,Tier 1,Departmental Store,4237.1,25,0,9.357590966122961,2924.705882352941,1,0,1,0,5,0
FD8526,14.73,Low Sugar,0.121,Frozen Foods,177.1,OUT001,1987,High,Tier 2,Supermarket Type1,4537.87,37,0,12.014925373134329,1351.9083969465648,0,1,0,0,5,2
FD8684,13.98,Regular,0.106,Frozen Foods,118.7,OUT004,2009,Medium,Tier 2,Supermarket Type2,3173.34,15,0,8.484631879914225,1023.2758620689656,0,0,0,2,5,3
FD252,13.21,Low Sugar,0.034,Frozen Foods,202.99,OUT002,1998,Small,Tier 3,Food Mart,1248.29,26,0,15.354765506807867,4613.409090909091,0,0,0,0,5,1
NC3863,11.39,No Sugar,0.09,Household,148.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,3206.78,15,0,13.067543859649122,1489.7,0,0,0,1,9,3
FD7395,13.01,Low Sugar,0.116,Dairy,145.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3495.57,15,0,11.145929339477727,1151.7460317460318,0,0,0,0,4,3
FD3275,11.92,Low Sugar,0.061,Frozen Foods,130.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,2945.76,15,0,10.919530595138308,1834.7887323943664,0,0,0,0,5,3
FD3772,13.62,Low Sugar,0.036,Fruits and Vegetables,196.11,OUT001,1987,High,Tier 2,Supermarket Type1,4676.22,37,0,14.388114453411594,4263.260869565218,0,1,0,0,6,2
FD7427,8.81,Regular,0.123,Meat,142.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,2500.82,15,0,16.19954648526077,1074.2857142857142,0,0,0,2,10,3
DR5716,12.45,Regular,0.054,Hard Drinks,126.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,2978.24,15,0,10.113162118780098,1968.90625,0,0,0,2,7,3
FD48,11.88,Regular,0.01,Canned,134.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,2219.55,15,0,11.34314550042052,6743.5,0,0,0,2,3,3
FD7818,13.38,Regular,0.014,Canned,165.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3984.89,15,0,12.324122479462286,6875.833333333334,0,0,0,2,3,3
FD4201,14.59,Low Sugar,0.021,Baking Goods,170.9,OUT003,1999,Medium,Tier 1,Departmental Store,4378.59,25,0,11.705479452054796,5512.903225806452,1,0,1,0,0,0
FD1842,13.13,Regular,0.053,Canned,148.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,3589.17,15,0,11.292998477929983,2355.396825396825,0,0,0,2,3,3
FD1213,11.56,Low Sugar,0.024,Fruits and Vegetables,93.65,OUT002,1998,Small,Tier 3,Food Mart,2114.3,26,0,8.094209161624892,2754.4117647058824,0,0,0,0,6,1
FD7467,12.61,Low Sugar,0.052,Fruits and Vegetables,142.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,3342.2,15,0,11.258320126782886,2291.612903225807,0,0,0,0,6,3
FD6439,10.95,Low Sugar,0.073,Baking Goods,97.16,OUT002,1998,Small,Tier 3,Food Mart,2047.28,26,0,8.864963503649635,1170.6024096385543,0,0,0,0,0,1
FD5560,10.78,Low Sugar,0.073,Canned,197.63,OUT001,1987,High,Tier 2,Supermarket Type1,4066.4,37,0,18.316033364226136,2381.0843373493976,0,1,0,0,3,2
FD1360,13.48,Low Sugar,0.177,Baking Goods,159.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,3900.87,15,0,11.845811712379541,854.5454545454546,0,0,0,0,0,3
FD2980,11.15,Low Sugar,0.165,Baking Goods,131.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,2803.37,15,0,11.8163082437276,753.5428571428571,0,0,0,0,0,3
FD399,13.93,Regular,0.006,Snack Foods,155.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,4646.23,15,0,11.12051649928264,9688.75,0,0,0,2,13,3
FD656,18.12,Low Sugar,0.031,Dairy,202.1,OUT003,1999,Medium,Tier 1,Departmental Store,5815.38,25,0,11.147269718698288,4929.268292682927,1,0,1,0,4,0
NC5938,10.57,No Sugar,0.042,Health and Hygiene,102.9,OUT002,1998,Small,Tier 3,Food Mart,2080.18,26,0,9.725897920604915,1978.8461538461538,0,0,0,1,8,1
FD4408,9.62,Regular,0.128,Baking Goods,128.23,OUT001,1987,High,Tier 2,Supermarket Type1,2382.58,37,0,13.315680166147455,929.2028985507245,0,1,0,2,0,2
FD4766,12.51,Regular,0.021,Snack Foods,142.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,3326.19,15,0,11.374600638977636,4593.870967741936,0,0,0,2,13,3
FD5975,15.96,Low Sugar,0.045,Canned,159.06,OUT003,1999,Medium,Tier 1,Departmental Store,4446.39,25,0,9.959924859110833,2892.0,1,0,1,0,3,0
FD8333,13.17,Low Sugar,0.043,Dairy,119.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3015.8,15,0,9.097875569044007,2262.4528301886794,0,0,0,0,4,3
NC3635,13.73,No Sugar,0.015,Health and Hygiene,100.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,2746.16,15,0,7.318777292576419,4022.4,0,0,0,1,8,3
NC5514,10.76,No Sugar,0.052,Household,189.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,3886.43,15,0,17.555246053853296,3049.516129032258,0,0,0,1,9,3
FD5697,8.95,Low Sugar,0.023,Frozen Foods,125.3,OUT002,1998,Small,Tier 3,Food Mart,2171.64,26,0,13.984375000000002,3796.9696969696965,0,0,0,0,5,1
FD7849,13.16,Regular,0.011,Meat,130.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,3223.31,15,0,9.887623386484435,6200.952380952382,0,0,0,2,10,3
FD8582,15.07,Low Sugar,0.011,Fruits and Vegetables,180.09,OUT001,1987,High,Tier 2,Supermarket Type1,4676.55,37,0,11.942307692307692,8575.714285714286,0,1,0,0,6,2
FD8545,14.22,Regular,0.027,Meat,170.66,OUT003,1999,Medium,Tier 1,Departmental Store,4291.72,25,0,11.99297259311314,4612.4324324324325,1,0,1,2,10,0
FD1395,9.74,Low Sugar,0.07,Baking Goods,143.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,2725.35,15,0,14.735384615384614,1795.8749999999998,0,0,0,0,0,3
NC7721,8.65,No Sugar,0.021,Household,118.18,OUT002,1998,Small,Tier 3,Food Mart,1957.43,26,0,13.646651270207853,3812.2580645161293,0,0,0,1,9,1
FD5642,15.53,reg,0.104,Baking Goods,127.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3712.73,15,0,8.234234234234235,1122.4561403508771,0,0,0,3,0,3
FD2305,18.23,Low Sugar,0.013,Meat,235.59,OUT003,1999,Medium,Tier 1,Departmental Store,6525.54,25,0,12.91611842105263,10243.04347826087,1,0,1,0,10,0
FD2159,8.18,Low Sugar,0.073,Meat,106.54,OUT002,1998,Small,Tier 3,Food Mart,1613.54,26,0,13.00854700854701,1283.6144578313256,0,0,0,0,10,1
FD8063,13.32,Regular,0.038,Baking Goods,104.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,2734.77,15,0,7.845461365341335,2178.75,0,0,0,2,0,3
FD1352,15.09,Regular,0.037,Snack Foods,128.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3624.0,15,0,8.509271523178809,2733.8297872340427,0,0,0,2,13,3
FD7440,15.41,Low Sugar,0.116,Dairy,181.24,OUT001,1987,High,Tier 2,Supermarket Type1,4776.76,37,0,11.753566796368354,1438.4126984126985,0,1,0,0,4,2
DR4511,10.3,Low Sugar,0.116,Soft Drinks,130.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,2581.85,15,0,12.646944713870027,1034.8412698412696,0,0,0,0,14,3
NC4185,11.42,No Sugar,0.018,Household,147.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,3194.42,15,0,12.944006999125108,5283.928571428572,0,0,0,1,9,3
FD8120,13.95,Regular,0.046,Frozen Foods,145.36,OUT004,2009,Medium,Tier 2,Supermarket Type2,3713.12,15,0,10.412607449856734,2595.714285714286,0,0,0,2,5,3
FD8058,11.93,Low Sugar,0.076,Fruits and Vegetables,143.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3216.56,15,0,12.014237855946398,1668.0232558139535,0,0,0,0,6,3
NC1446,7.55,No Sugar,0.052,Health and Hygiene,98.17,OUT002,1998,Small,Tier 3,Food Mart,1300.25,26,0,12.985449735449736,1583.3870967741937,0,0,0,1,8,1
NC5051,13.9,No Sugar,0.079,Household,159.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,3997.08,15,0,11.493170381020848,1796.2921348314608,0,0,0,1,9,3
NC5612,13.18,No Sugar,0.053,Household,186.55,OUT003,1999,Medium,Tier 1,Departmental Store,4380.24,25,0,14.143290371493556,2961.1111111111113,1,0,1,1,9,0
FD6198,16.09,Low Sugar,0.015,Snack Foods,186.55,OUT003,1999,Medium,Tier 1,Departmental Store,5037.97,25,0,11.58695652173913,7462.0,1,0,1,0,13,0
NC6903,8.13,No Sugar,0.14,Health and Hygiene,82.6,OUT002,1998,Small,Tier 3,Food Mart,1113.56,26,0,10.147420147420146,550.6666666666665,0,0,0,1,8,1
FD6331,10.91,Regular,0.03,Fruits and Vegetables,131.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,2733.43,15,0,12.003663003663005,3277.0000000000005,0,0,0,2,6,3
FD3760,14.98,Low Sugar,0.011,Frozen Foods,241.12,OUT003,1999,Medium,Tier 1,Departmental Store,5905.44,25,0,16.085390260173448,11481.904761904763,1,0,1,0,5,0
FD3144,13.06,Low Sugar,0.052,Baking Goods,142.59,OUT004,2009,Medium,Tier 2,Supermarket Type2,3455.11,15,0,10.909716908951799,2299.8387096774195,0,0,0,0,0,3
FD4846,12.56,Regular,0.018,Baking Goods,150.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3511.58,15,0,12.003182179793157,5388.571428571429,0,0,0,2,0,3
FD5790,13.49,Low Sugar,0.071,Breakfast,145.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,3613.53,15,0,10.785185185185185,1797.530864197531,0,0,0,0,2,3
FD1572,16.63,Regular,0.041,Frozen Foods,177.57,OUT003,1999,Medium,Tier 1,Departmental Store,4977.29,25,0,10.671274038461538,3481.7647058823527,1,0,1,2,5,0
FD81,11.12,Regular,0.094,Fruits and Vegetables,147.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,5339.9,15,0,13.2659478885894,1419.7115384615386,0,0,0,2,6,3
FD1535,10.92,Low Sugar,0.052,Fruits and Vegetables,100.26,OUT002,1998,Small,Tier 3,Food Mart,2104.26,26,0,9.172918572735592,1617.0967741935485,0,0,0,0,6,1
NC7278,10.31,No Sugar,0.036,Household,118.2,OUT001,1987,High,Tier 2,Supermarket Type1,2333.62,37,0,11.453488372093023,2569.5652173913045,0,1,0,1,9,2
FD2922,10.69,Low Sugar,0.027,Baking Goods,132.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,2707.49,15,0,12.364485981308412,3575.6756756756763,0,0,0,0,0,3
FD8463,11.32,Low Sugar,0.079,Starchy Foods,123.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,2676.7,15,0,10.928508384819065,1391.2359550561798,0,0,0,0,15,3
FD5396,11.32,Low Sugar,0.145,Frozen Foods,102.08,OUT002,1998,Small,Tier 3,Food Mart,2232.2,26,0,9.009708737864077,658.5806451612904,0,0,0,0,5,1
FD1166,12.89,Low Sugar,0.055,Fruits and Vegetables,145.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3468.8,15,0,11.256589147286823,2234.0,0,0,0,0,6,3
FD100,14.73,Low Sugar,0.057,Baking Goods,165.92,OUT001,1987,High,Tier 2,Supermarket Type1,3401.4,37,0,11.256445047489823,2476.4179104477607,0,1,0,0,0,2
FD6816,10.54,Low Sugar,0.066,Canned,127.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,2579.64,15,0,12.10047393364929,1679.7368421052631,0,0,0,0,3,3
FD7906,12.31,Low Sugar,0.068,Snack Foods,144.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,3323.37,15,0,11.724025974025974,1851.7948717948718,0,0,0,0,13,3
NC1563,13.59,No Sugar,0.015,Household,141.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3559.25,15,0,10.430882352941177,5674.400000000001,0,0,0,1,9,3
FD6400,9.91,Low Sugar,0.156,Frozen Foods,97.07,OUT002,1998,Small,Tier 3,Food Mart,1811.97,26,0,9.785282258064516,584.7590361445782,0,0,0,0,5,1
FD3653,10.98,Low Sugar,0.04,Frozen Foods,132.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,2784.78,15,0,12.090081892629664,2657.4,0,0,0,0,5,3
DR7118,16.69,Low Sugar,0.077,Soft Drinks,181.39,OUT003,1999,Medium,Tier 1,Departmental Store,5068.61,25,0,10.861676646706584,2084.942528735632,1,0,1,0,14,0
FD2166,10.0,Low Sugar,0.011,Canned,148.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,2880.21,15,0,14.815184815184816,7061.904761904763,0,0,0,0,3,3
FD452,14.12,Low Sugar,0.038,Frozen Foods,144.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,5007.32,15,0,10.2137296532201,3006.6666666666665,0,0,0,0,5,3
NC1038,11.37,No Sugar,0.016,Household,153.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,3290.89,15,0,13.468365553602814,5895.0,0,0,0,1,9,3
FD8554,11.21,Regular,0.007,Snack Foods,107.6,OUT001,1987,High,Tier 2,Supermarket Type1,2321.37,37,0,9.590017825311941,6329.411764705882,0,1,0,2,13,2
FD194,15.63,Low Sugar,0.054,Dairy,184.91,OUT002,1998,Small,Tier 3,Food Mart,903.76,26,0,11.822890025575447,2889.21875,0,0,0,0,4,1
FD5828,13.83,Regular,0.025,Snack Foods,143.46,OUT004,2009,Medium,Tier 2,Supermarket Type2,3647.05,15,0,10.365606936416185,4098.857142857143,0,0,0,2,13,3
NC5736,10.28,No Sugar,0.067,Health and Hygiene,146.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,2907.14,15,0,14.242954324586979,1903.3766233766235,0,0,0,1,8,3
DR23,12.46,Low Sugar,0.085,Soft Drinks,187.7,OUT003,1999,Medium,Tier 1,Departmental Store,6243.98,25,0,15.052125100240575,1975.7894736842104,1,0,1,0,14,0
FD5670,16.96,Low Sugar,0.057,Canned,180.06,OUT003,1999,Medium,Tier 1,Departmental Store,5102.47,25,0,10.610489098408955,2687.462686567164,1,0,1,0,3,0
FD1103,18.71,Low Sugar,0.026,Baking Goods,171.52,OUT003,1999,Medium,Tier 1,Departmental Store,5322.84,25,0,9.162393162393162,4764.444444444445,1,0,1,0,0,0
FD8161,10.46,Low Sugar,0.015,Frozen Foods,128.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,2581.92,15,0,12.290353390639924,5147.2,0,0,0,0,5,3
FD2155,10.94,Regular,0.131,Fruits and Vegetables,148.75,OUT004,2009,Medium,Tier 2,Supermarket Type2,3101.04,15,0,13.58447488584475,1054.964539007092,0,0,0,2,6,3
FD6011,13.26,Regular,0.191,Fruits and Vegetables,148.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,3615.84,15,0,11.176337603617181,737.8606965174129,0,0,0,2,6,3
NC8048,11.41,No Sugar,0.071,Health and Hygiene,120.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,2624.84,15,0,10.534150612959719,1485.1851851851854,0,0,0,1,8,3
FD5913,14.46,Low Sugar,0.116,Baking Goods,177.96,OUT003,1999,Medium,Tier 1,Departmental Store,4494.74,25,0,12.298548721492743,1412.3809523809525,1,0,1,0,0,0
NC7003,15.62,No Sugar,0.021,Household,230.65,OUT003,1999,Medium,Tier 1,Departmental Store,5835.86,25,0,14.756877799104288,7440.322580645162,1,0,1,1,9,0
DR7070,11.36,Low Sugar,0.087,Soft Drinks,160.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3441.72,15,0,14.134564643799473,1656.8041237113405,0,0,0,0,14,3
NC2554,11.15,No Sugar,0.019,Health and Hygiene,148.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3135.37,15,0,13.273297491039425,5107.931034482759,0,0,0,1,8,3
DR4311,13.63,Low Sugar,0.036,Soft Drinks,171.9,OUT001,1987,High,Tier 2,Supermarket Type1,4182.55,37,0,12.602639296187682,3736.9565217391305,0,1,0,0,14,2
FD1417,15.06,Low Sugar,0.072,Meat,156.09,OUT001,1987,High,Tier 2,Supermarket Type1,4182.62,37,0,10.357664233576642,1903.5365853658539,0,1,0,0,10,2
NC1471,14.02,No Sugar,0.005,Health and Hygiene,140.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3627.34,15,0,10.013542409123309,9366.000000000002,0,0,0,1,8,3
FD8253,9.94,Low Sugar,0.032,Dairy,173.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3381.35,15,0,17.4321608040201,4129.761904761905,0,0,0,0,4,3
FD1055,9.83,Low Sugar,0.07,Meat,157.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,3034.03,15,0,16.025406504065042,1971.125,0,0,0,0,10,3
NC750,12.15,No Sugar,0.029,Others,123.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,2856.67,15,0,10.151315789473683,3165.128205128205,0,0,0,1,11,3
FD545,11.07,Low Sugar,0.091,Meat,102.25,OUT003,1999,Medium,Tier 1,Departmental Store,6035.09,25,0,9.228339350180505,1012.3762376237624,1,0,0,0,10,0
FD5413,15.27,Regular,0.038,Baking Goods,168.12,OUT003,1999,Medium,Tier 1,Departmental Store,4475.83,25,0,11.002617801047121,3502.5,1,0,1,2,0,0
NC1186,8.91,No Sugar,0.025,Household,120.18,OUT002,1998,Small,Tier 3,Food Mart,2056.89,26,0,13.473094170403588,3433.714285714286,0,0,0,1,9,1
FD4506,11.62,Regular,0.055,Baking Goods,141.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3098.22,15,0,12.134995700773862,2171.230769230769,0,0,0,2,0,3
DR7074,13.26,Regular,0.026,Soft Drinks,143.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3528.01,15,0,10.848530519969858,3998.8888888888896,0,0,0,2,14,3
NC5462,10.76,No Sugar,0.074,Household,121.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,2508.09,15,0,11.308263695450327,1449.8809523809525,0,0,0,1,9,3
DR7033,9.18,Regular,0.029,Soft Drinks,98.11,OUT002,1998,Small,Tier 3,Food Mart,1667.77,26,0,10.675734494015234,2515.6410256410254,0,0,0,2,14,1
NC493,12.46,No Sugar,0.021,Household,129.58,OUT003,1999,Medium,Tier 1,Departmental Store,5896.18,25,0,10.391339214113874,4180.0,1,0,0,1,9,0
FD5298,14.49,Low Sugar,0.011,Dairy,203.67,OUT003,1999,Medium,Tier 1,Departmental Store,5027.03,25,0,14.046206896551723,9698.57142857143,1,0,1,0,4,0
FD2801,15.91,Low Sugar,0.092,Frozen Foods,171.64,OUT001,1987,High,Tier 2,Supermarket Type1,4693.82,37,0,10.781407035175878,1682.7450980392157,0,1,0,0,5,2
FD4356,12.05,Low Sugar,0.041,Dairy,143.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,3245.23,15,0,11.896351575456052,2813.1372549019607,0,0,0,0,4,3
NC106,12.99,No Sugar,0.147,Household,138.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,2028.38,15,0,10.687692307692307,884.968152866242,0,0,0,1,9,3
FD7898,11.82,Low Sugar,0.162,Frozen Foods,184.56,OUT001,1987,High,Tier 2,Supermarket Type1,4033.0,37,0,15.601014370245139,1073.0232558139535,0,1,0,0,5,2
DR3847,10.24,Low Sugar,0.098,Hard Drinks,108.62,OUT002,1998,Small,Tier 3,Food Mart,2123.19,26,0,10.597073170731708,1005.7407407407408,0,0,0,0,7,1
FD5388,9.16,Regular,0.018,Snack Foods,95.11,OUT002,1998,Small,Tier 3,Food Mart,1602.1,26,0,10.371864776444928,3396.7857142857147,0,0,0,2,13,1
FD4727,10.94,Low Sugar,0.027,Dairy,73.73,OUT002,1998,Small,Tier 3,Food Mart,1567.12,26,0,6.733333333333334,1992.702702702703,0,0,0,0,4,1
FD4391,11.25,Low Sugar,0.033,Fruits and Vegetables,140.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,3010.67,15,0,12.510657193605685,3276.046511627907,0,0,0,0,6,3
FD5782,9.58,Regular,0.071,Baking Goods,153.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,2895.58,15,0,16.031282586027114,1898.0246913580252,0,0,0,2,0,3
DR4746,13.45,Low Sugar,0.03,Hard Drinks,148.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3654.35,15,0,11.002228826151562,3702.25,0,0,0,0,7,3
FD2170,13.29,Low Sugar,0.06,Snack Foods,112.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,2898.97,15,0,8.487969924812031,1612.7142857142858,0,0,0,0,13,3
FD3780,9.45,Low Sugar,0.095,Snack Foods,116.59,OUT002,1998,Small,Tier 3,Food Mart,2106.06,26,0,12.324524312896408,1110.3809523809525,0,0,0,0,13,1
FD4515,12.54,Low Sugar,0.014,Dairy,140.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3285.79,15,0,11.164940239043826,5838.333333333333,0,0,0,0,4,3
NC2548,12.81,No Sugar,0.173,Health and Hygiene,104.38,OUT004,2009,Medium,Tier 2,Supermarket Type2,2616.87,15,0,8.141965678627145,570.3825136612022,0,0,0,1,8,3
FD7391,13.02,Low Sugar,0.102,Snack Foods,168.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3983.91,15,0,12.95932463545664,1507.6785714285718,0,0,0,0,13,3
FD6541,12.33,Regular,0.16,Meat,111.53,OUT004,2009,Medium,Tier 2,Supermarket Type2,2653.7,15,0,9.03808752025932,656.0588235294117,0,0,0,2,10,3
